nom,racions,ingredients,passos
"Tortilla de coliflor, formatge i salmó",,"[""200g d'arròs de coliflor (coliflor rallada)"", '1 ou', '30g de formatge parmesà', '4g de cibulet', '10g de lli mòlt (opcional)', 'Sal i pebre al gust', '50g de salmó fumat', ""7ml d'oli d'oliva""]","['Cuinar la coliflor al microones per 2-3 minuts. Treure, remmenar i tornar a ficar 2-3 minuts més.', 'Treure i deixar refredar com a mínim 10 minuts o el temps que sigui necessari per poder manejar-la amb les mans.', ""Posar la coliflor enmig d’un padaç de cuina. Enrotllar el padaç i espremer el més fort possible per treure la major quantitat d'aigua."", ""Encalentir la paella a foc mitjà i afegir-hi l'oli d'oliva."", ""Dins un bol, mesclar la coliflor, l'ou, el formatge, el lli, el cibulet, la sal i el pebre. Remeneu-ho tot amb l'espàtula fins a obtenir una massa homogènia."", ""Posar a la paella una cullerada de la massa i aixafar amb l'espàtula perque quedi una coca. Cuinar fins que dauri per una banda, donar-li la volta i cuinar per l'altra banda fins daurar."", 'Repetir fins acabar la massa.', 'Col·locar el salmó fumat sobre les tortilles i servir calentes. 1']"
Tartar de tonyina amb alvocat,,"['150g de de tonyina (com que es consumeix crua s’ha d’haver congelat prèviament)', '15g de ceba morada', '5g de cibulet (part verd)', '2g de gingebre fresc (opcional)', ""7ml d'oli d'oliva"", '15ml de salsa Tamari', '1⁄2 llimona', '3g de llavors de sèsam (opcional)', ""100g d'alvocat madur (1⁄2 alvocat)"", '10g de maionesa (opcional)', 'Sal i pebre al gust']","['Aixugar la tonyina amb una servilleta.', ""Tallar a cubs d'aproximadament 0.5 cm."", ""Mesclar en un bol la tonyina, la meitat de cibulet, el gingebre, l'oli d'oliva, la salsa Tamari i les llavors de sèsam. Refrigerar-ho tot per almenys 20 minuts."", ""Pelar i tallar l'alvocat també en daus de 0.5cm. Mesclar amb la ceba, unes gotes de suc de llimona, sal i pebre al gust."", ""Posar una mica d'oli d'oliva al recipient peruqè no s’aferri. Afegir la tonyina i pressionar amb la cullera lleugerament per compactar-ho al fons."", ""Afegir-hi la maionesa formant una capa i afegiu-hi a sobre els cubs d'alvocat. Pressionar lleugerament amb la cullera per compactar."", 'Tapar el recipient amb un plat pla i volteja-ho tot perquè el tàrtar es deprengui i conservi la forma.', 'Escampar per damunt la resta del cibulet i servir.']"
Bombó de xocolata,,"['40g de xocolata 90%', '40g de llavors de carbassa', '10g de cacau nibs (opcional)', ""10g d'eritritol"", 'Sal gruixuda (opcional)']","['Posar paper de forn damunt la safata.', ""Fondre la xocolata al bany maria (o microones) i mesclar amb l'eritritol."", ""Tirar la xocolata fosa sobre el paper i fer una fina pel·lícula de xocolata de 2mm de gruix amb l'espàtula."", 'Cobrir tota la superfície de xocolata amb les llavors de carbassa i empolvorar els cacau nibs i la sal (opcional).', ""Introduir la safata a la nevera i refredar fins que la xocolata s'endureixi."", 'Trossetjar, i conservar dins un recipient amb tapa a la gelera.']"
Costelles de porc torrades bolets a la planxa,,"['400g de costellam de porc complet (suposant 50% carn, 50% ossos)', 'Sal i pebre']","['Preparar la safata per a forn (si no és antiadherent posar-li paper de forn)', 'Col·locar el costellam a la safata (amb els ossos cap avall), eixugar-lo amb una servilleta i trempar amb la sal i el pebre bo.', 'Afegir la marinada i fregar-la per tot el costellam. Deixar marinant a la gelera de dues a dotze hores.', 'Encalentir el forn a 160°C. Enfornar les costelles a foc lent entre 30 i 40 minuts.', ""Treure del forn, tapar el costellam amb paper d'alumini i deixar reposar per 5 minuts."", 'Tallar i servir la meitat i reservar l’altre meitat per dilluns.']"
Marinada Bbq,,"['30g de ceba blanca', ""1-2 dents d'all"", '0.5g de comí', '1g de pebre vermell dolç', '0.5g de pebre vermell picant (opcional)', ""10g d'eritritol"", ""15ml d'oli d'oliva"", '5ml de vinagre', '1g de sal i pebre al gust']",[]
Bolets,,"['130g de bolets', ""1 gra d'all"", ""15ml d'oli d'oliva  5g de julivert (opcional)  Sal i pebre al gust.""]","['Rentar i assecar els bolets, separar-los i treure les parts dures.', ""Picar l'all, la sal, el pebre, l'oli d'oliva i la meitat del julivert al morter."", ""Encalentir la planxa (o paella) a foc mitjà-alt amb unes gotes d'oli d'oliva."", 'Col·locar els bolets i torrar de 1 a 2 minuts per banda fins que daurin.', 'Apagar el foc. Pintar els bolets pels dos costats amb el guarniment.', 'Escampar per sobre la resta del julivert i servir.']"
Ous remenats o fregits amb cuixot salat i mini amanida verda,,"['3 ous', '30 g de pernil', ""7 ml d'oli d'oliva (1⁄2 cullerada)"", 'Sal i pebre al gust']","['Encalentir l’oli a la paella, tirar els ous, i posarli sal i pebre bò', 'Treure els ous i passar el pernil per la paella si agrada. Torrar-lo al gust', 'També es pot mesclar amb els ous si es prefereix.']"
Amanida de tonyina,,"['40 g de lletuga romana', '30 g de ruca (rúcula)', ""30 g d'espinacs"", '15 g de kale o col', ""15 ml d'oli d'oliva (1 cullerada)"", '5 ml de vinagre (opcional)', 'Sal', '½ alvocat', '100-150g lloms de tonyina en oli d’oliva']","['prens tots els ingredients i els mescles en una font', 'Ja pots sopar! Bon profit!']"
Amanida de pollastre amb salsa césar (ceto),,"['150g de pit de pollastre a la planxa', ""100g d'encisam romanès"", '30g de maionesa', '20g de formatge parmesà', '5g de mostassa Dijon', '1 all', '1 anxova (opcional)', 'Sal i pebre']","[""Mesclar la maionesa, la mostassa, 3⁄4 del parmesà, l'all, l'anxova (opcional), la sal i el pebre al bol petit."", ""Col·loar l'enciam al bol mitjà. Afegir el guarniment i remenar-ho tot amb una forqueta o pinces."", 'Tallar la pitera a tires o cubs. Encalentir abans de servir si es prefereix tèbia.', 'Servir els enciams, afegir el pollastre i la resta del formatge parmesà. Decorar amb una mica més de pebre bo.']"
"Frittata de bròquil, cheddar i xoriç",,"['6 ous', '10g de nata líquida (opcional)', '15g de mantega sense sal freda', '60g de xoriço1', '80g de formatge cheddar', '150g de bròquil (veure observacions)', '50g de ceba blanca', '50g de pebrot vermell (opcional)', 'Sal i pebre al gust']","['Encalentir el forn a 180°C i preparar una safata de forn (sposar papaer de forn si fa falta).', 'Rompre els ous en un bol. Afegir la nata líquida, la mantega, la sal i el pebre. Batre els ous suaument amb una forqueta i reservar.', 'Encalentir la paella 2-3 minuts a foc mitjà.', 'Afegir el xoriço i saltejar fins que comenci a amollar el greix.', 'Afegir la ceba i el pebre, saltejar 1 minut.', 'Afegir el bròquil i saltejar-lo amb la ceba, el pebrot i el xoriço.', ""Baixar el foc, tapar i cuinar fins que el bròquil s'ablaneixi una mica."", 'Passar el saltejat a la safata de forn cobrint tota la superfície. Escampar per sobre la meitat del formatge cheddar. Cobrir amb els ous batuts i remenar tot amb la forqueta per mesclar bé amb els vegetals.', 'Afegir la resta del formatge cheddar per damunt.', 'Enfornar uns 15 minuts o fins que la frittata comenci a daurar.', 'Treure del forn i esperar que refredi almenys 5 minuts.', 'Tallar en dues porcions, reserva la meitat per un altre dia']"
Amanida thai de tofu (formatge tendre),,"['120-150g de tofu', '70g de kale (i/o enciams,espinacs, etc)', '100g de tomàquets cherry (o 1 unitat mitjana de tomàquet)', '25g de ceba morada', '100g de pastanaga', '20g de llavors de carbassa', '5g de coriandre o menta fresca (opcional)', '0.5g pebre vermell picant a pols (opcional)']",[]
Ous remenats amb formatge i espàrrecs,,"['3 ous', '30 g de formatge semicurat', '4-5 espàrrecs cuits (bullir abans)', ""3g de cibulet o 1⁄2 part verd d'una ceba tendra o grell"", '10 g de mantega sense sal freda', ""7 ml d'oli d'oliva (1 cullerada)"", 'Sal i pebre al gust']","['Bullir o saltejar els espàrrecs (i reservar-los.', 'Batre els ous amb la mantega i el pebre bo', 'Posar l’oli a la paella i encalentir 2 min.', 'Tirar els ous amb la mantega a la paella, després afegir-li el formatge i el cibulet i els espàrrecs', 'Remenar-ho tot fins que estigui cuit al gust.']"
Crema de xampinyons,,"['600g de xampinyons', '20g de mantega sense sal', '100g de ceba blanca', '1-2 alls', '500ml de brou de pollastre (o aigua)', '0.5g de tomí sec (3g si és fresc)', '1 fulla de llorer (opcional)', 'Sal i pebre al gust', '50ml de nata líquida (opcional)']","['Fondre la mantega dins una olla a foc mitjà.', ""Afegir la ceba i cuinar un minut. Afegir l'all i cuinar movent fins que quedin translúcids."", 'Afegir el tomí, els xampinyons i una mica de sal.Anar movent, fins que els xampinyons comencin a tirar aigua.', ""Afegir el brou de pollastre (o agua) i bullir. Baixar la temperatura i tapar l'olla. Cuinar 15 minuts més."", 'Apagar el foc, deixar refredar i treure la fulla de llorer.', 'Posar la nata', 'Passar-ho tot pel turmix. Ajustar sal i pebre.', 'Servir amb els crocants de formatge parmesà.']"
Crocant de formatge,,"['30 g de formatge parmesà', 'Espècies diverses: pebre bo, curry, pebre vermell, nou moscada…']","['Encalentir el forn a 250ºC', 'Rallar el formatge parmesà', 'Col.locar el formatge parmesà en caramulls (3-4) damunt paper de forn', 'Posar-li pebre bò i altres (aconsello posar diferents espècies als diferents munts, li donarà gustos diferents.', 'Enfornar durante 10-15 min → Si es crema una mica el formatge serà més bo i més cruixent.']"
Ceto-creps,,"['2 ous', '100g de mató', '15g de mantega', '30g de farina de ametlles o de lli', '0.5g de canyella en pols', ""5ml d'essència de vainilla"", '1⁄2 culleradeta pols de coure (royal)', 'Sal', ""Oli d'oliva"", ""10g d'eritritol""]","['Combinar tots els ingredients en una liquadora.', 'Batre a una velocitat mitjana-alta fins que tot estigui integrat i una mica espès.', ""Col·locar la paella a escalfar a foc mitjà-baix per 5 minuts. Posar una mica d'oli d'oliva."", 'Afegir una mica de la barreja de la liquadora al centre de la paella i distribuir-la per la superfície, fins a aconseguir un gruix de menys de 4mm.', ""Cuinar la crep fins que estigui ferma, una mica daurada per sota, i es vegin algunes bombolletes a la superfície. Voltejar amb l'espàtula i cuinar per 30 segons més."", 'Col·locar en un plat amb un paper absorbent. Repetiu el procediment des del pas 4 fins a acabar la barreja de la liquadora.', 'Servir les creps. → Recorda que només n’has de fer la meitat!']"
Cetp-nutella,,"['40g de xocolata 90%', ""30g d'avellanes naturals"", ""25g de mantega sense sal o d'oli de coco"", '15g de cacau en pols sense sucre (opcional)', ""5ml d'essència de vainilla"", ""10g d'eritritol"", 'Sal (opcional)']","['Col·locar les avellanes a la picadora. Picar fins a aconseguir una textura pastosa (primer queden pols, seguir picant fins que quedin pasta)', 'Col·locar al bol la xocolata torsejada i la mantega. Fondre al al bany maria o a foc lent fins que tot quedi líquid.', ""Afegir el cacau en pols, les gotes de vainilla, l'eritritol i un pessic de sal. Mesclar bé amb l'espàtula. Afegir la crema de xocolata a les avellanes a la picadora. Batre fins aconseguir una textura cremosa i suau."", ""Si es prefereix més líquida, es pot afegir una cullerada d'oli de coco."", ""Guardar la meitat en un pot de vidre amb tapa a la nevera fins que s'utilitzi.""]"
Alvocat farcit de salmó fumat,,"[""200g d'alvocat madur (1 mitjà)"", '100g de salmó fumat', '50g de cogombre', ""5g de cibulet o 1⁄2 part verda d'una ceba tendra"", ""7ml d'oli d'oliva (1⁄2 cullerada)"", '7ml de salsa Tamari (opcional)', '1⁄2 llimona', 'Llavors de sèsam al gust (opcional)', 'Sal']","[""Tallar l'alvocat amb pell per la meitat (de manera transversal) i llevar la llavor."", ""Treure amb la cullera part de la polpa de l'alvocat sense arribar a la pell i col·locar-la al bol. Deixeu les meitats amb la pell (i part de la polpa) en un plat."", ""Afegir al bol el cibulet, la llimona, l'oli d'oliva i un pessic de sal. Mesclar amb una forqueta juntament amb la polpa d'alvocat fins a obtenir una pasta."", 'Afegir el salmó, el cogombre i la salsa Tamari. Mesclar.', ""Omplir les meitats d'alvocat amb la barreja i decorar amb les llavors de sèsam. Servir.""]"
Hamburguesa Tex-Mex,,"['300g de carn picada — de boví2', '20g de xoriço (opcional)', '15g de mostassa Dijon (o 3g de pebre vermell dolç en pols)', '2 alls', ""15g d'oli d'oliva"", 'Sal i pebre al gust']","[""MEsclar la carn, el xoriço, la mostassa, l'all, l'oli, la sal i el pebre al bol."", ""Encalentir la paella per 2-3 minuts a foc mitjà-alt amb una mica d'oli."", 'Fer dues boles amb la carn i donar forma a les hamburgueses amb les mans humides. Si les prefereixes més petites fes-ne tres.', 'Col·locar les hamburgueses a la paella i cuinar 5 minuts per cada costat o fins que comencin a daurar.', 'Passar a un plat i mentre estiguin calents col·locar el formatge cheddar per sobre (en talls o ratllat).', ""Servir sobre les fulles d'enciam, col·locar per damunt una llesca de tomàtiga i ceba.""]"
Verdures,,"['100g carbassó (1 unitat mitjana)', ""100g d'albergínia (1 unitat mitjana)"", '50g de tomàquets cherry', '50g de ceba morada', ""2 dents d'all"", '3g de romaní fresc (opcional)', '3g de farigola fresca (opcional)', 'Sal i pebre al gust', ""15ml d'oli d'oliva""]","['Encalentir el forn a 200°C i preparar una safata (si no és antiadherent posar paper de forn).', 'Tallar el carbassó per la meitat llarga i després a mitges llunes de 1-2cm. 2', 'Tallar la ceba a vuitens i els tomàquets per la meitat.', 'Distribuir totes les verdures a la safata de forn.', ""Escampeu per sobre l'all, les fulles de romer, la farigola, l'oli d'oliva, la sal, el pebre."", 'Enfornar per 20 minuts o fins que les verdures estiguin suaus i daurades.', 'Treure del forn, deixar reposar i servir.']"
Ous a la planxa amb pernil salat,,"['3 ous', '35 g de pernil', ""5 ml d'oli d'oliva (1 raig)"", 'Sal i pebre al gust']","['Encalentir molt poquet oli d’oliva a la paella, tirar els ous, i posar-lis sal i pebre bò', 'Treure els ous i posar-hi el pernil. Torrar-lo al gust']"
Gratén de peix,,"['450g de filets de lluç (o qualsevol peix blanc: bacallà, daurada o ...gambetes)', '275g de patates', '110 ml de llet sencera', ""275 ml d'aigua o de brou de peix"", '25 g de mantega sense sal', '110g de ceba blanca', '1 fulla de llorer', '0.5g de farigola', '0.5g de nou moscada (opcional)', 'Sal i pebre al gust', '55 ml de nata líquida', '45 g de formatge parmesà o cheddar']","['Encalentir el forn a 200°C i preparar la safata per a forn (si no és antiadherent posar paper de forn).', ""Posar dins l’olla: la llet, l'agua, les patates, la fulla de llorer i la sal. Bullir fins que les patates siguin cuites."", 'Treure les patates i xafarles amb una forqueta fins fer-les puré.', 'Eixugar el lluç amb una servilleta i trempar-lo amb sal i pebre bo al gust.', 'Fogregir la ceba amb la mantega i el romaní fins que sigui translúcida.', 'Afegir els filets de peix. Cuinar tot a foc baix 7 minuts (fins que el peix estigui fet.', ""Esmicolar el peix i passar-ho a la llet juntament amb la ceba. Remenar-ho tot molt bé i continuar cuinant a foc baix fins que s'espesseixi. Apagar i afegir la nata líquida temperada i la nou moscada. Ajustar la sal."", 'Montar el gratén dins el motlle. Col·locar una capa amb 2/3 de les patates al fons, després afegir i distribuir el peix, i cobrir novament amb el terç restant de patates.', 'Escampar el formatge ratllat per tota la superfície de la grata i enfornar per 10 min fins que dauri el formatge. Servir la meitat i guardar l’altre meitat.']"
Amanida de tonyina i ou,,"['40 g de lletuga romana', '30 g de ruca (rúcula)', ""30 g d'espinacs"", '15 g de kale o col', ""15 ml d'oli d'oliva (1 cullerada)"", '5 ml de vinagre (opcional)', 'Sal', '½ alvocat', '100 g lloms de tonyina en oli d’oliva', '2 ou bullit']","['prens tots els ingredients i els mescles en una font', 'Ja pots sopar! Bon profit!']"
Ous remenats amb formatge i xampinyons,,"['3 ous', '30g de formatge gouda', '50g de xampinyons', '30g de ceba blanca (opcional)', '10g de mantega sense', ""7ml d'oli d'oliva (1⁄2 cullerada)"", 'Sal i pebre al gust']","['Tirar els ous en un bol, afegir la sal, el pebre i la mantega. Batre amb una forqueta.', ""Encalentir la paella tirar l'oli, i encalentir-lo fins que torni ben líquid."", 'Sofregir la ceba per 2 minuts. Afegir els xampinyons i saltejar-los amb la ceba', 'Afegir els ous i remenar', 'Tirar el formatge damunt els ous i remenar fins que aconseguir un punt de cocció que agradi', 'Servir amb una mica de pebre bo per damunt.']"
Pitera de pollastre Cordon-bleu,,"['400g de pit de pollastre (2 mitjanes / grans)', '6g de mostassa Dijon', '1g de farigola seca', '40g de pernil', '60g de formatge gouda', '10g de mantega', ""20ml d'oli d'oliva"", 'Sal i pebre al gust']","['Tallar cada pit pel costat en forma de llibre (no tallar completament). Trempar amb sal i pebre', 'Col·locar el paper o film plàstic en una superfície plana. Col·locar un pit obert a sobre (amb la part interna cap amunt) i tapar amb un altre paper plàstic a sobre.', 'Colpegeu suaument les piteres amb la part posterior de la cullera o amb un mall de cuina fins aprimar la carn a un gruix de 5mm aprox.', 'Retireu el paper plàstic de la part superior. Untar la mostassa, escampar la farigola seca i estendre els talls de formatge i de pernil sobre el pit.', ""Començar a tancar (o enrotllar si ho profereixes) les piteres amb l'ajuda del paper plàstic, tensant bé a cada volta. Tanqueu la carn amb l'ajuda d'un palillo de fusta o gireu les puntes del paper plàstic com un caramel."", 'Encalentir el forn a 180°C i preparar la safata de forn (si no és antiadherent posar paper de forn).', ""Encalentir la paella a foc alt i afegiu-hi l'oli d'oliva fins que sigui calent."", 'Retirar el paper plàstic de cada pit amb compte, perquè no perdin la forma. Segellar tota la superfície dels pitera a la paella, fins que daurin.', 'Passar el pollastre a la safata de forn, untar-lo amb la mantega i enfornar per 20-30 minuts.', 'Tallar per la meitat i servir']"
Tortilla de mozzarella i xerris,,"['3 ous', '70g de tomàquets cherry', '30g de formatge mozzarella', ""1g de fulles d'orenga fresc (menys si és sec)"", '10g de mantega freda sense sal', 'Sal i pebre al gust', ""7ml d'oli d'oliva""]","['Tirar els ous en un bol, afegir la sal, el pebre i la mantega. Batre amb una forqueta fins a mesclar.', ""Encalentir la paella 3 minuts a foc mitjà-baix. Tirar l'oli, i esperar que sigui ben líquid. Moure la paella per distribuir-lo per tot uniformement."", 'Afegir els ous batuts.', ""Tirar damunt els ous les tomàtigues xerris (trocejades a meitats o, a quarts) el formatge mozzarella i una mica d'orenga."", ""Doblegar en dues (com empanada) o quatre parts (com un sobre) de manera que no se'n surtin les tomàtigues i el formatge. També es pot enrotllar."", 'Tapar, cuinar per 30 segons més.', 'Servir amb una mica d’orenga per damunt.']"
Muffins de nabius (sense sucre),,"[""100g de farina d'ametlles"", ""40g d'eritritol"", '2.5g de pols per coure (royal)', '0.5g de sal (opcional)', '25g de mantega sense sal o oli de coco', '100ml de llet sencera', '1 ou', ""2ml d'essència de vainilla"", '60g de nabius']","['Encalentir el forn a 200°C. Untar els motlles amb una mica de mantega (si són un sol ús no és necessari).', ""Mesclar en un bol els ingredients secs: la farina d'ametlles, la llevadura en pols, l'eritritol i la sal."", ""Batre els ingredients humits: l'ou, la llet i la vainilla."", 'Afegir a la liquadora els ingredients secs i la mantega fosa. Bateu-ho tot fins a obtenir un líquid una mica espès.', 'Passar el líquid als motlles i afegir els nabius distribuint de manera homogènia entre els muffins.', 'Enfornar per 20 minuts o fins que comencin a daurar.', 'Treure del forn i esperar que refredin una mica abans de desemmotllar-los.', 'Servir.']"
Ceto-Pizza,,"[""200g d'arròs de coliflor (=coliflor rallada)"", '120g de formatge parmesà', '40g de lli mòlt (opcional)', '1 ou (clara)', ""1g d'all en pols (opcional)"", '0.5g orenga seca', 'Sal', '100ml de salsa de tomàtiga natural', '60g de formatge mozzarella', '30g pernil', ""10 d'olives negres sense pinyol"", '20g de ruca', '30g de xampinyons']","['Cuinar la coliflor rallada al microones per 2-3 minuts. Treure, remoure i ficar novament al microones per 2-3 minuts més.', 'Treure i deixar refredar 10 minuts, per poder manejar-ho amb les mans.', 'Posar la coliflor dins un padaç de cuina. Enrotllar el padaç i expremer el més possible per treure tota l’agua de la coliflor.', 'Encalentir el forn a 200°C i preparar una safata (si no és antiadherent posar-li paper de forn).', ""Mesclar dins un bol: la coliflor espremuda, el blanc d'ou, formatge, lli, all i orenga, fins a formar una massa."", 'Distribuir la massa sobre la safata de forn. Aixafar fins a deixar-la ben prima.', 'Enfornar per 20 minuts o fins que la massa comenci a daurar.', 'Treure del forn i afegir-li els ingredients: untar la salsa de tomàquet a tota la superfície, cobrir amb el formatge mozzarella, escampar el pernil, els xampinyons i les olives.', 'Enfornar per 10 minuts més fins que es fongui el formatge.', ""Treure afegir la ruca i una mica d'orenga. Tallar i servir.""]"
Coquitos de xocolata,,"['40g de coco ratllat', '1 blanc d’ou', ""20g d'eritritol"", 'Un pessic de sal', ""1ml d'essència de vainilla"", '10g de xocolata 90%', ""15ml d'oli de coco (opcional)""]","['Encalentir el forn a 180°C i preparar la safata de forn (si fa falta posar paper de forn).', ""Batre el blanc d'ou, l'eritritol, la vainilla i la sal fins que comenci a fer escuma."", 'Afegir el coco ratllat i mesclar-ho tot bé.', ""Col·locar petits munts de la barreja a la safata amb l'ajuda d'una cullera per fer les galetes."", 'Enfornar per 15 minuts o fins que comenci- daurar. Treure la safata i deixar refredar.', ""Fondre la xocolata i l'oli de coco al bol petit (al microones o al bany Maria)."", 'Enfonsar la meitat de cada coquito a la xocolata i col·locar en un plat. També es poden passar els coquitos a un plat i banyar amb la xocolata fosa per damunt.', 'Ficar dins la gelera fins que se solidifiqui la xocolata.', 'Servir.']"
Peix amb pernil,,"['400 g de peix: dorada, lubina, truita…', '20g de pernil', '20g de mantega aromatitzada (amb all, julivert i sal)', ""5ml d'oli d'oliva"", 'Sal', '1⁄2 llimona']","['Encalentir el forn a 180°C i preparar la safata de forn (si fa falta poar papar de forn).', 'Assecarel peix amb paper absorbent. Obrir per la meitat, amanir amb una mica de sal, distribuir dins de la truita els trossos de mantega i col·locar al llarg les rodanxes senceres de pernil.', ""Tancar el peix i col·locar-lo sobre la safata de forn. Fregar la pell amb unes gotes d'oli d'oliva i sal."", ""Enfornar 15 minuts o fins quefaci oloreta de cuit (20-25 min). Canviar l'opció del forn a grillar els darrers 5 minuts per torrar la pell (opcional)."", 'Servir amb unes gotes de llimona.']"
Frittata de xerris amb xoriç,,"['6ous', '10g de nata líquida (opcional)', '15g de mantega sense sal freda', '60g de xoriço', '120g de tomàquets cherry madurs', '50g de ceba blanca', '20g de kale (opcional)', '30g de formatge parmesà', ""3g de fulles d'alfàbrega fresca (veure observacions)"", 'Sal i pebre al gust']","['Encalentir el forn a 180°C i preparar la safata (si no és antiadherent se suggereix posar-hi paper de forn).', 'Tirar els ous en un bol. Afegir la nata líquida, la mantega freda, la sal i el pebre. Batre els ous suaument amb la forquilla i reservar.', 'Encalentir la paella. Afegir el xoriç i saltejar fins que comenci a amollar el greix . Afegir la ceba i saltar per 2-3 minuts o fins que estigui translúcida.', 'Afegir les tomàtigues i la col kale. Saltejar-los amb la ceba i el xoriç. Tapar i esperar que les fulles de kale s’ablaneixin una mica.', 'Passar els vegetals i el xoriç a la safata de forn cobrint tota la seva superfície.', ""Cobrir amb els ous batuts i remenar-ho tot amb la forquilla per barrejar bé els vegetals amb l'ou."", ""Posar les fulles d'alfàbrega per damunt i després el parmesà."", 'Enfornar uns 15 minuts o fins que la frittata comenci a daurar.', 'Treure del forn i esperar que refredi almenys 5 minuts.', 'Tallar en dues porcions. Guardar-ne una.']"
Pitera de pollastre amb mantequilla aromatitzada,,"['300g de pits de pollastre sense pinyol i sense pell (2 unitats)', 'Sal i pebre', ""20ml d'oli d'oliva"", '20g de mantega aromatitzada']","['Fer o treure (si ja està feta) 20g de mantega aromatitzada1.', ""Aixugar el pollastre amb paper de cuina, feu una incisió o tall petit pel lateral més gruixut del pit fent una mena de butxaca sense romper-la. Trempar amb sal, pebre i unes gotes d'oli d'oliva."", 'Introduir a la incisió de cada pit 10g de mantega aromatitzada.', ""Encalentir la paella a foc mitjà-alt. Afegir la resta de l'oli d'oliva i esperar s’encalenteixi fins que torni ben líquid."", 'Segellar el pollastre de 3 a 4 minuts per cada costat o fins a daurar. Baixar el foc, tapar la paella i acabeu de cuinar a foc lent per almenys 5 minuts més per cada costat.', 'Servir immediatament.']"
Verduretes al forn,,"['100g carbassó(1 unitat mitjana)', ""100g d'albergínia (1 unitat mitjana)"", '50g de tomàquets cherry', '50g de ceba morada', ""2 dents d'all"", '3g de romaní fresc(opcional)', '3g de farigola fresca(opcional)', 'Sal i pebre al gust', ""15ml d'oli d'oliva""]","['Encalentir el forn a 200°C i preparar una safata (emprar paper de forn).', 'Tallar el carbassó per la meitat llarga i després a mitges llunes de 1-2cm.', 'Tallar la ceba a quadrats i els tomàquets per la meitat.', 'Distribuir totes les verdures a la safata de forn.', ""Escampar l'all per damunt, les fulles de romaní, la tomí, l'oli d'oliva, sal, pebre."", 'Enfornar 20 minuts o fins que les verdures estiguin suaus i daurades.', 'Treure del forn, deixar reposar i servir.']"
Alvocat farcit de pollastre,,"[""200g d'alvocat madur (1 mitjà)"", '150g de pit de pollastre cuita freda', '50g de pebrot vermell', '25g de ceba morada', '10g de fulles de coriandre', '15g de maionesa', '5g de mostassa Dijon', '1⁄2 llimona', 'Sal']","[""Tallar l'alvocat amb pell per la meitat i treure la llavor."", ""Treure amb la cullera part de la polpa de l'alvocat sense arribar a la pell i col·locar-la al bol. DeixAR les meitats amb la pell en un plat."", ""Afegir al bol la llimona, un pessic de sal i la meitat del coriandre. Mesclar amb una forqueta juntament amb la polpa d'alvocat fins a obtenir una pasta."", ""Afegir el pollastre, el pebrot, la ceba, la maionesa i la mostassa en un altre bol. Remenar. Passar al bol amb la pasta d'alvocat."", ""Omplir les meitats d'alvocat amb el pollastre i posar el coriandre que queda per damunt. Servir.""]"
Vinagreta de tomàquet cherry,,"['40g de tomàtigues xerri (4 unitats)', '10g de ceba morada', ""3g de fulles d'alfàbrega"", ""7ml d'oli d'oliva"", '1⁄2 llimona', 'Sal i pebre al gust']","[""Eixugar el salmó amb paper de cuina. Afegir-li unes gotes d'oli i fregar-lo amb sal i pebre al gust."", ""Encalentir la planxa (o paella) a foc mitjà-alt 2 min. Afegir l'oli d'oliva i esperar qeu s’encalenteixi (que torni més líquid)."", 'Col·locar el salmó a la paella amb la pell cap avall. Sellar el llom 4 min. fins que la pell dauri i voltejar i sellar per 2 minuts més. Baixar el foc i cuinar fins que estigui cuit.', 'Mesclar en un bol els ingredients de la vinagreta.', 'Servir el salmó amb la vinagreta.']"
"Amanida d’espinacs ruca, nous i nabius",,"[""20g d'espinacs"", '20g de ruca', ""20g d'enciam (diversos tipus)"", '20g de canonges o kale', '60g de formatge feta o cabra', '30g de nabius', '30g de nous']",[]
Pasta de carabassí scampi,,"['130g de gambes pelades (cuites o crues)', ""1-2 dents d'all"", '15g de mantega', '3g de julivert', '1⁄2 llimona', ""7ml d'oli d'oliva"", '400g de pasta de carbassó (veure recepta)', '0.3g de pebre vermell picant (opcional)', '10g de formatge parmesà', 'Sal i pebre al gust']","['Encalentir la paella 2 min. Afegir la mantega i fondre fins a escumar.', ""Afegir l'all i sofregir-lo una miqueta. Afegir les gambes, la sal, el pebre i el pebre vermell picant. Saltejar tot 2 min o fins que les gambes siguin cuites."", 'Passar tot al bol, sucar-li ½ llimona i afegir la meitat del julivert. Remenar.', ""Afegir una mica d'oli d'oliva a la paella. Saltejar la “pasta” de carbassó i afegir-hi una mica de sal i pebre. Remenar constantment i cuinar per 2min"", 'Afegir les gambes a la pasta, remenar-ho tot i servir.', 'Posar-li el parmesà i la resta del julivert per sobre.']"
